sale_date,sale_time,title,quantity,id
2017-1-25,14:52:45,Штаны тип 4 - Nike,,7666
2018-7-23,19:44:34,Сапоги тип 3 - Adidas,,7667
2017-6-14,14:08:19,Штаны тип 11 - Reebok,,7668
2017-9-14,18:26:24,Сапоги тип 1 - Adidas,,7669
2017-7-15,14:23:42,Шлёпки тип 1 - Adidas,,7670
2017-7-15,14:23:42,Запонка тип 5 - Nike,,7671
2017-5-26,16:22:33,Штаны тип 3 - Reebok,,7672
2017-5-26,16:22:33,Запонка тип 3 - Adidas,,7673
2018-1-18,09:23:24,Шапка тип 7 - Puma,,7674
2018-1-18,09:23:24,Футболка тип 6 - Reebok,,7675
2018-1-18,09:23:24,Рубашка тип 2 - Adidas,,7676
2018-1-18,09:23:24,Рубашка тип 2 - Adidas,,7677
2017-6-20,19:04:45,Майка тип 3 - Nike,,7678
2016-1-20,17:04:13,Рубашка тип 4 - Reebok,,7679
2016-1-20,17:04:13,Рубашка тип 10 - Puma,,7680
2016-1-20,17:04:13,Сапоги тип 1 - Nike,,7681
2017-4-12,15:49:46,Рубашка тип 2 - Reebok,,7682
2016-7-13,14:48:48,Кепка тип 2 - Nike,,7683
2018-3-5,10:24:57,Сапоги тип 6 - Nike,,7684
2018-3-5,10:24:57,Шлёпки тип 1 - Nike,,7685
2018-3-5,10:24:57,Шапка тип 5 - Adidas,,7686
2018-3-5,10:24:57,Футболка тип 2 - Puma,,7687
2016-8-8,16:29:17,Мячик тип 1 - Nike,,7688
2018-7-19,13:42:13,Колготки тип 4 - Puma,,7689
2016-5-2,18:31:16,Запонка тип 1 - Adidas,,7690
2016-5-2,18:31:16,Шапка тип 1 - Reebok,,7691
2018-7-23,19:36:53,Сапоги тип 5 - Reebok,,7692
2018-7-23,19:36:53,Майка тип 4 - Puma,,7693
2017-5-21,20:49:36,Запонка тип 5 - Nike,,7694
2017-5-21,20:49:36,Запонка тип 4 - Reebok,,7695
2017-5-21,20:49:36,Ремень тип 1 - Nike,,7696
2017-5-21,20:49:36,Шапка тип 2 - Adidas,,7697
2017-9-5,10:19:53,Колготки тип 2 - Reebok,,7698
2017-9-5,10:19:53,Штаны тип 7 - Puma,,7699
2017-9-5,10:19:53,Шапка тип 8 - Reebok,,7700
2017-9-5,10:19:53,Сапоги тип 4 - Puma,,7701
2016-11-16,18:04:43,Шапка тип 8 - Nike,,7702
2016-11-16,18:04:43,Штаны тип 2 - Reebok,,7703
2016-11-16,18:04:43,Майка тип 2 - Puma,,7704
2016-9-6,15:31:56,Футболка тип 5 - Adidas,,7705
2018-5-18,14:06:20,Майка тип 3 - Adidas,,7706
2018-5-18,14:06:20,Сапоги тип 1 - Reebok,,7707
2018-5-18,14:06:20,Сапоги тип 6 - Nike,,7708
2018-5-18,14:06:20,Туфли тип 1 - Reebok,,7709
2018-2-19,19:43:58,Рубашка тип 4 - Reebok,,7710
2016-3-12,18:20:08,Шапка тип 6 - Reebok,,7711
2016-3-12,18:20:08,Рубашка тип 2 - Adidas,,7712
2017-10-30,12:34:11,Рубашка тип 5 - Nike,,7713
2017-10-30,12:34:11,Рубашка тип 9 - Adidas,,7714
2018-8-6,14:44:48,Футболка тип 2 - Reebok,,7715
2016-2-26,10:05:11,Штаны тип 12 - Puma,,7716
2016-2-26,10:05:11,Сапоги тип 4 - Puma,,7717
2018-1-16,11:05:28,Кепка тип 3 - Nike,,7718
2018-1-16,11:05:28,Рубашка тип 4 - Nike,,7719
2018-1-16,11:05:28,Сапоги тип 4 - Nike,,7720
2018-1-16,11:05:28,Шлёпки тип 1 - Nike,,7721
2018-1-16,11:05:28,Колготки тип 2 - Adidas,,7722
2018-1-16,11:05:28,Кроссовки тип 1 - Reebok,,7723
2018-1-16,11:05:28,Шапка тип 5 - Reebok,,7724
2018-1-16,11:05:28,Колготки тип 2 - Reebok,,7725
2018-1-16,11:05:28,Сапоги тип 4 - Nike,,7726
2018-1-16,11:05:28,Шапка тип 4 - Nike,,7727
2018-1-16,11:05:28,Кроссовки тип 3 - Puma,,7728
2016-3-23,14:51:37,Рубашка тип 8 - Adidas,,7729
2016-7-26,14:20:28,Футболка тип 6 - Puma,,7730
2017-10-3,09:45:08,Рубашка тип 10 - Puma,,7731
2017-8-17,17:35:19,Ремень тип 4 - Puma,,7732
2017-10-19,16:05:07,Ремень тип 3 - Reebok,,7733
2016-6-21,13:48:45,Кепка тип 2 - Puma,,7734
2017-8-9,16:10:33,Шапка тип 1 - Reebok,,7735
2017-3-12,12:54:39,Туфли тип 4 - Nike,,7736
2016-12-1,17:12:21,Кроссовки тип 4 - Puma,,7737
2016-12-1,17:12:21,Рубашка тип 10 - Puma,,7738
2017-7-22,11:36:45,Кроссовки тип 3 - Puma,,7739
2017-7-22,11:36:45,Футболка тип 3 - Nike,,7740
2017-7-22,11:36:45,Штаны тип 10 - Adidas,,7741
2017-7-22,11:36:45,Рубашка тип 6 - Reebok,,7742
2017-7-22,11:36:45,Шапка тип 1 - Puma,,7743
2017-7-22,11:36:45,Сапоги тип 2 - Adidas,,7744
2017-7-22,11:36:45,Штаны тип 8 - Reebok,,7745
2016-10-23,13:36:18,Запонка тип 2 - Adidas,,7746
2016-10-23,13:36:18,Шлёпки тип 3 - Nike,,7747
2016-10-23,13:36:18,Майка тип 3 - Adidas,,7748
2016-10-23,13:36:18,Ремень тип 2 - Puma,,7749
2016-8-30,20:58:11,Футболка тип 3 - Puma,,7750
2018-8-9,20:23:12,Сапоги тип 5 - Nike,,7751
2017-5-23,20:09:59,Штаны тип 11 - Adidas,,7752
2017-5-23,20:09:59,Майка тип 2 - Adidas,,7753
2018-1-31,13:42:42,Кроссовки тип 5 - Adidas,,7754
2018-1-31,13:42:42,Колготки тип 4 - Reebok,,7755
2016-11-10,11:33:31,Штаны тип 5 - Reebok,,7756
2016-11-10,11:33:31,Кроссовки тип 5 - Puma,,7757
2016-11-10,11:33:31,Кепка тип 3 - Adidas,,7758
2016-11-10,11:33:31,Штаны тип 6 - Adidas,,7759
2018-3-21,16:32:54,Сапоги тип 1 - Nike,,7760
2018-3-22,10:04:34,Кроссовки тип 3 - Reebok,,7761
2018-1-22,09:07:33,Рубашка тип 3 - Reebok,,7762
2018-1-14,11:34:43,Футболка тип 4 - Puma,,7763
2018-9-17,20:46:48,Сапоги тип 3 - Reebok,,7764
2018-9-17,20:46:48,Запонка тип 2 - Puma,,7765
2018-9-17,20:46:48,Штаны тип 10 - Puma,,7766
2018-6-7,19:40:43,Сапоги тип 5 - Puma,,7767
2017-4-24,15:23:23,Майка тип 3 - Puma,,7768
2017-4-24,15:23:23,Шлёпки тип 3 - Reebok,,7769
2016-6-16,15:32:59,Штаны тип 12 - Adidas,,7770
2017-2-12,14:39:00,Туфли тип 2 - Reebok,,7771
2016-5-2,09:37:34,Рубашка тип 7 - Adidas,,7772
2016-5-2,09:37:34,Рубашка тип 7 - Nike,,7773
2016-10-19,15:54:06,Сапоги тип 1 - Puma,,7774
2016-10-19,15:54:06,Туфли тип 4 - Reebok,,7775
2016-10-19,15:54:06,Сапоги тип 3 - Reebok,,7776
2016-5-7,14:13:21,Футболка тип 4 - Reebok,,7777
2017-8-14,09:08:33,Ремень тип 2 - Adidas,,7778
2017-8-14,09:08:33,Рубашка тип 1 - Puma,,7779
2016-7-12,11:24:27,Ремень тип 3 - Reebok,,7780
2016-6-3,11:42:35,Рубашка тип 6 - Reebok,,7781
2016-6-3,11:42:35,Футболка тип 3 - Adidas,,7782
2017-4-26,18:19:48,Рубашка тип 2 - Reebok,,7783
2016-12-6,19:08:00,Шапка тип 1 - Nike,,7784
2016-12-6,19:08:00,Рубашка тип 2 - Puma,,7785
2018-7-6,10:09:28,Кепка тип 3 - Reebok,,7786
2018-7-6,10:09:28,Рубашка тип 9 - Nike,,7787
2018-8-6,20:36:04,Шлёпки тип 3 - Reebok,,7788
2018-8-6,20:36:04,Шапка тип 3 - Nike,,7789
2018-8-6,20:36:04,Туфли тип 3 - Adidas,,7790
2018-8-6,20:36:04,Шапка тип 3 - Reebok,,7791
2018-8-6,20:36:04,Кроссовки тип 5 - Nike,,7792
2018-8-6,20:36:04,Шапка тип 7 - Adidas,,7793
2018-9-17,11:58:45,Запонка тип 3 - Nike,,7794
2017-5-31,19:40:52,Шапка тип 1 - Adidas,,7795
2017-5-31,19:40:52,Шлёпки тип 2 - Puma,,7796
2017-6-4,14:04:23,Сапоги тип 1 - Puma,,7797
2018-6-5,19:55:29,Кепка тип 1 - Puma,,7798
2018-6-5,19:55:29,Ремень тип 4 - Reebok,,7799
2018-6-5,19:55:29,Кроссовки тип 1 - Puma,,7800
2018-6-5,19:55:29,Футболка тип 6 - Puma,,7801
2018-6-5,19:55:29,Штаны тип 11 - Nike,,7802
2017-8-21,10:52:19,Сапоги тип 5 - Adidas,,7803
2017-8-21,10:52:19,Штаны тип 11 - Nike,,7804
2017-8-21,10:52:19,Колготки тип 6 - Reebok,,7805
2017-8-21,10:52:19,Колготки тип 5 - Reebok,,7806
2018-1-16,09:46:12,Рубашка тип 5 - Nike,,7807
2016-8-24,13:15:46,Рубашка тип 9 - Adidas,,7808
2016-8-24,13:15:46,Кепка тип 3 - Reebok,,7809
2017-5-15,11:51:25,Рубашка тип 9 - Adidas,,7810
2017-5-15,11:51:25,Сапоги тип 4 - Puma,,7811
2017-5-15,11:51:25,Ремень тип 1 - Puma,,7812
2017-5-15,11:51:25,Кепка тип 3 - Nike,,7813
2017-5-15,11:51:25,Шлёпки тип 3 - Reebok,,7814
2017-5-15,11:51:25,Кроссовки тип 6 - Adidas,,7815
2016-9-28,16:34:31,Колготки тип 1 - Nike,,7816
2016-9-28,16:34:31,Штаны тип 11 - Puma,,7817
2016-9-28,16:34:31,Шлёпки тип 2 - Reebok,,7818
2016-9-28,16:34:31,Ремень тип 1 - Puma,,7819
2016-9-28,16:34:31,Ремень тип 4 - Adidas,,7820
2016-9-28,16:34:31,Ремень тип 1 - Reebok,,7821
2017-7-7,11:20:20,Кроссовки тип 3 - Reebok,,7822
2016-9-10,13:43:59,Кроссовки тип 5 - Nike,,7823
2016-2-8,18:55:03,Штаны тип 9 - Reebok,,7824
2016-2-8,18:55:03,Шлёпки тип 2 - Reebok,,7825
2017-4-15,17:16:55,Футболка тип 2 - Adidas,,7826
2017-4-15,17:16:55,Запонка тип 4 - Adidas,,7827
2017-4-15,17:16:55,Шапка тип 4 - Nike,,7828
2016-2-10,16:34:31,Шлёпки тип 2 - Puma,,7829
2017-1-30,19:08:48,Колготки тип 5 - Reebok,,7830
2018-2-3,15:27:06,Рубашка тип 6 - Nike,,7831
2018-2-3,15:27:06,Туфли тип 1 - Nike,,7832
2018-2-3,15:27:06,Запонка тип 5 - Adidas,,7833
2018-2-3,15:27:06,Ремень тип 2 - Reebok,,7834
2018-1-8,17:19:15,Колготки тип 6 - Adidas,,7835
2018-1-8,17:19:15,Штаны тип 1 - Nike,,7836
2016-3-29,20:26:31,Шлёпки тип 3 - Reebok,,7837
2017-9-28,19:07:46,Рубашка тип 11 - Puma,,7838
2018-11-1,20:08:41,Рубашка тип 3 - Reebok,,7839
2018-11-1,20:08:41,Рубашка тип 11 - Adidas,,7840
2018-11-1,20:08:41,Шапка тип 8 - Adidas,,7841
2017-1-6,11:15:01,Рубашка тип 6 - Puma,,7842
2017-6-16,20:44:49,Колготки тип 1 - Reebok,,7843
2017-6-16,20:44:49,Ремень тип 1 - Reebok,,7844
2017-1-23,13:15:12,Шапка тип 7 - Puma,,7845
2017-1-23,13:15:12,Туфли тип 1 - Adidas,,7846
2017-1-23,13:15:12,Футболка тип 6 - Puma,,7847
2017-1-23,13:15:12,Кроссовки тип 4 - Reebok,,7848
2017-7-10,16:22:50,Майка тип 1 - Adidas,,7849
2017-7-10,16:22:50,Сапоги тип 1 - Reebok,,7850
2016-2-23,13:45:32,Майка тип 1 - Adidas,,7851
2016-2-23,13:45:32,Кроссовки тип 6 - Adidas,,7852
2017-7-25,09:29:28,Рубашка тип 11 - Nike,,7853
2017-7-25,09:29:28,Штаны тип 5 - Nike,,7854
2016-7-8,10:32:03,Туфли тип 2 - Reebok,,7855
2016-9-18,13:52:52,Ремень тип 3 - Puma,,7856
2016-9-18,13:52:52,Кроссовки тип 5 - Nike,,7857
2016-9-26,17:55:52,Шапка тип 5 - Adidas,,7858
2017-6-15,15:13:57,Футболка тип 7 - Puma,,7859
2017-6-15,15:13:57,Кроссовки тип 5 - Reebok,,7860
2017-6-15,15:13:57,Штаны тип 4 - Nike,,7861
2017-6-15,15:13:57,Туфли тип 4 - Reebok,,7862
2017-4-1,11:31:14,Ремень тип 4 - Nike,,7863
2017-4-1,11:31:14,Колготки тип 5 - Puma,,7864
